Date,Open,High,Low,Close/Last,Volume
12/6/2024,220.75,227.15,220.60,227.03,44178070.00
12/5/2024,218.03,222.15,217.30,220.55,41140220.00
12/4/2024,215.96,220.00,215.75,218.16,48745720.00
12/3/2024,210.31,214.02,209.65,213.44,32214830.00
12/2/2024,209.96,212.99,209.51,210.71,39523190.00
11/29/2024,205.83,208.20,204.59,207.89,24892450.00
11/27/2024,206.98,207.64,205.05,205.74,28061640.00
11/26/2024,201.90,208.00,201.79,207.86,41673740.00
11/25/2024,199.28,201.95,199.00,201.45,40685670.00
11/22/2024,198.25,199.26,196.75,197.12,31530840.00
11/21/2024,203.49,203.49,195.75,198.38,58800040.00
11/20/2024,202.98,203.13,199.45,202.88,32768990.00
11/19/2024,199.33,205.30,198.78,204.61,31197870.00
11/18/2024,204.15,204.67,200.95,201.70,36512470.00
11/15/2024,206.76,207.34,199.61,202.61,86591140.00
11/14/2024,214.16,215.90,210.88,211.48,42620310.00
11/13/2024,209.40,215.09,209.14,214.10,46212940.00
11/12/2024,208.37,209.54,206.01,208.91,38942920.00
11/11/2024,208.50,209.65,205.59,206.84,35456010.00
11/8/2024,209.72,209.96,207.44,208.18,36075850.00
11/7/2024,207.44,212.25,207.19,210.05,52878380.00
11/6/2024,200.01,207.55,199.14,207.09,72292170.00
11/5/2024,196.04,199.82,195.99,199.50,30564780.00
11/4/2024,196.45,197.33,194.31,195.78,38492060.00
11/1/2024,199.00,200.50,197.02,197.93,99687850.00
10/31/2024,190.51,190.60,185.23,186.40,75146760.00
10/30/2024,194.70,195.61,192.42,192.73,37707550.00
10/29/2024,188.58,191.46,187.82,190.83,35690160.00
10/28/2024,189.57,190.21,188.21,188.39,27930840.00
10/25/2024,187.85,190.45,187.53,187.83,29362060.00
10/24/2024,185.25,187.11,183.86,186.38,21647400.00
10/23/2024,188.85,189.16,183.69,184.71,31937090.00
10/22/2024,188.35,191.52,186.98,189.70,29650590.00
10/21/2024,188.05,189.46,186.40,189.07,24639390.00
10/18/2024,187.15,190.74,186.28,188.99,37417670.00
10/17/2024,188.22,188.94,186.00,187.53,25039410.00
10/16/2024,187.05,187.78,185.61,186.89,23456810.00
10/15/2024,187.63,188.41,184.58,187.69,32178930.00
10/14/2024,189.78,189.83,187.36,187.54,22614410.00
10/11/2024,186.63,189.93,186.30,188.82,25751560.00
10/10/2024,187.13,188.13,185.83,186.65,27785040.00
10/9/2024,182.82,185.85,182.05,185.17,26343120.00
10/8/2024,181.92,183.09,180.92,182.72,26372090.00
10/7/2024,182.95,183.60,180.25,180.80,42364200.00
10/4/2024,185.75,187.60,183.60,186.51,41079010.00
10/3/2024,183.05,183.44,180.88,181.96,30204300.00
10/2/2024,184.44,186.60,184.04,184.76,23704060.00
10/1/2024,184.90,186.19,183.45,185.13,36044910.00
9/30/2024,187.14,188.49,184.65,186.33,41680400.00
9/27/2024,190.68,190.90,187.34,187.97,36002320.00
9/26/2024,194.31,194.53,189.54,191.16,36334850.00
9/25/2024,193.75,193.95,192.16,192.53,26391140.00
9/24/2024,194.27,195.37,190.13,193.96,43478930.00
9/23/2024,191.64,194.45,190.57,193.88,36993110.00
9/20/2024,190.23,191.84,187.41,191.60,100378600.00
9/19/2024,190.04,190.99,188.47,189.87,39543170.00
9/18/2024,186.45,188.80,185.06,186.43,34448130.00
9/17/2024,186.85,189.45,186.14,186.88,26091680.00
9/16/2024,185.29,185.81,183.36,184.89,26065490.00
9/13/2024,187.00,188.50,185.91,186.49,26495350.00
9/12/2024,184.80,187.41,183.54,187.00,33622480.00
9/11/2024,180.10,184.99,175.73,184.52,42564700.00
9/10/2024,177.49,180.50,176.79,179.55,36233800.00
9/9/2024,174.53,175.85,173.51,175.40,29037360.00
9/6/2024,177.24,178.38,171.16,171.39,41466540.00
9/5/2024,175.00,179.88,175.00,177.89,40170530.00
9/4/2024,174.48,175.98,172.54,173.33,30309230.00
9/3/2024,177.55,178.26,175.26,176.25,37817510.00
8/30/2024,172.78,178.90,172.60,178.50,43429360.00
8/29/2024,173.22,174.29,170.81,172.12,26407820.00
8/28/2024,173.69,173.69,168.92,170.80,29045030.00
8/27/2024,174.15,174.89,172.25,173.12,29841980.00
8/26/2024,176.70,177.47,174.30,175.50,22366240.00
8/23/2024,177.34,178.97,175.24,177.04,29150090.00
8/22/2024,181.38,181.47,175.68,176.13,32047480.00
8/21/2024,179.92,182.39,178.89,180.11,35599120.00
8/20/2024,177.92,179.01,177.43,178.88,26255200.00
8/19/2024,177.64,178.30,176.16,178.22,31129810.00
8/16/2024,177.04,178.34,176.26,177.06,31489180.00
8/15/2024,174.86,177.91,173.99,177.59,51698510.00
8/14/2024,172.11,172.28,168.86,170.10,28843800.00
8/13/2024,167.81,171.04,167.10,170.23,39237920.00
8/12/2024,168.14,168.55,166.11,166.80,30072790.00
8/9/2024,166.40,168.55,165.85,166.94,36401050.00
8/8/2024,165.17,166.69,162.55,165.80,44616210.00
8/7/2024,166.55,167.58,161.43,162.77,48408240.00
8/6/2024,161.71,165.08,158.54,161.93,59950830.00
8/5/2024,154.21,162.96,151.61,161.02,83149440.00
8/2/2024,166.75,168.77,160.55,167.90,141448400.00
8/1/2024,189.29,190.60,181.87,184.07,70435640.00
7/31/2024,185.05,187.94,184.46,186.98,41667330.00
7/30/2024,184.72,185.86,179.38,181.71,39508570.00
7/29/2024,183.84,184.75,182.38,183.20,33270120.00
7/26/2024,180.39,183.19,180.24,182.50,29505960.00
7/25/2024,182.91,183.90,176.80,179.85,44464160.00
7/24/2024,183.20,185.45,180.41,180.83,41532360.00
7/23/2024,184.10,189.39,183.56,186.41,47537670.00
7/22/2024,185.00,185.06,182.48,182.55,39931920.00
7/19/2024,181.14,184.93,180.11,183.13,43081830.00
7/18/2024,189.59,189.68,181.45,183.75,51043630.00
7/17/2024,191.35,191.58,185.99,187.93,48076140.00
7/16/2024,195.59,196.62,192.24,193.02,33994710.00
7/15/2024,194.56,196.19,190.83,192.72,40683230.00
7/12/2024,194.80,196.47,193.83,194.49,30598530.00
7/11/2024,200.09,200.27,192.86,195.05,44565040.00
7/10/2024,200.00,200.11,197.69,199.79,32883750.00
7/9/2024,199.40,200.57,199.05,199.34,32756740.00
7/8/2024,200.04,201.20,197.96,199.29,34767260.00
7/5/2024,198.65,200.55,198.17,200.00,39858890.00
7/3/2024,199.94,200.03,196.76,197.59,31597930.00
7/2/2024,197.28,200.43,195.93,200.00,45600010.00
7/1/2024,193.49,198.30,192.82,197.20,41192010.00
6/28/2024,197.73,198.85,192.50,193.25,76930190.00
6/27/2024,195.01,199.84,194.20,197.85,74397490.00
6/26/2024,186.92,194.80,186.26,193.61,65103890.00
6/25/2024,186.81,188.84,185.42,186.34,45898480.00
6/24/2024,189.33,191.00,185.33,185.57,50610380.00
6/21/2024,187.80,189.28,185.86,189.08,72931750.00
6/20/2024,182.91,186.51,182.72,186.10,44726780.00
6/18/2024,183.74,184.29,181.43,182.81,36659160.00
6/17/2024,182.52,185.00,181.22,184.06,35601910.00
6/14/2024,183.08,183.72,182.23,183.66,25456410.00
6/13/2024,186.09,187.67,182.67,183.83,39721550.00
6/12/2024,188.02,188.35,185.43,186.89,33984220.00
6/11/2024,187.06,187.77,184.54,187.23,27265110.00
6/10/2024,184.07,187.23,183.79,187.06,34494500.00
6/7/2024,184.90,186.29,183.36,184.30,28021470.00
6/6/2024,181.75,185.00,181.49,185.00,31371150.00
6/5/2024,180.10,181.50,178.75,181.28,32116390.00
6/4/2024,177.64,179.82,176.44,179.34,27198390.00
6/3/2024,177.70,178.70,175.92,178.34,30786640.00
5/31/2024,178.30,179.21,173.87,176.44,58903940.00
5/30/2024,181.31,181.34,178.36,179.32,29249230.00
5/29/2024,181.70,184.08,181.55,182.02,32009290.00
5/28/2024,179.93,182.24,179.49,182.15,29926960.00
5/24/2024,181.65,182.44,180.30,180.75,27471640.00
5/23/2024,183.66,184.76,180.08,181.05,33670170.00
5/22/2024,183.88,185.22,181.97,183.13,28148780.00
5/21/2024,182.30,183.26,180.75,183.15,50839130.00
5/20/2024,184.34,186.67,183.28,183.54,30511770.00
5/17/2024,183.76,185.30,183.35,184.70,33175660.00
5/16/2024,185.60,187.31,183.46,183.63,38834450.00
5/15/2024,185.97,186.72,182.73,185.99,75459930.00
5/14/2024,183.82,187.72,183.45,187.07,38698160.00
5/13/2024,188.00,188.31,185.36,186.57,24898610.00
5/10/2024,189.16,189.89,186.93,187.48,34141770.00
5/9/2024,188.88,191.70,187.44,189.50,43368380.00
5/8/2024,187.44,188.43,186.39,188.00,26136350.00
5/7/2024,188.92,189.94,187.31,188.76,34048900.00
5/6/2024,186.28,188.75,184.80,188.70,34725300.00
5/3/2024,186.99,187.87,185.42,186.21,39172000.00
5/2/2024,180.85,185.10,179.91,184.72,54303510.00
5/1/2024,181.64,185.15,176.56,179.00,94645150.00
4/30/2024,181.09,182.99,174.80,175.00,94639790.00
4/29/2024,182.75,183.53,179.39,180.96,54063940.00
4/26/2024,177.80,180.82,176.13,179.62,43919770.00
4/25/2024,169.68,173.92,166.32,173.67,49249390.00
4/24/2024,179.94,180.32,176.18,176.59,34185110.00
4/23/2024,178.08,179.93,175.98,179.54,37046520.00
4/22/2024,176.94,178.87,174.56,177.23,37924890.00
4/19/2024,178.74,179.00,173.44,174.63,56000730.00
4/18/2024,181.47,182.39,178.65,179.22,30723790.00
4/17/2024,184.31,184.57,179.82,181.28,31359670.00
4/16/2024,183.27,184.83,182.26,183.32,32891270.00
4/15/2024,187.43,188.69,183.00,183.62,48052400.00
4/12/2024,187.72,188.38,185.08,186.13,38608850.00
4/11/2024,186.74,189.77,185.51,189.05,40020740.00
4/10/2024,182.77,186.27,182.67,185.95,35879150.00
4/9/2024,187.24,187.34,184.20,185.67,36546950.00
4/8/2024,186.90,187.29,184.81,185.19,39221280.00
4/5/2024,182.38,186.27,181.97,185.07,42373990.00
4/4/2024,184.00,185.10,180.00,180.00,41624260.00
4/3/2024,179.90,182.87,179.80,182.41,31046640.00
4/2/2024,179.07,180.79,178.38,180.69,32611550.00
4/1/2024,180.79,183.00,179.95,180.97,29174520.00
3/28/2024,180.17,181.70,179.26,180.38,38051590.00
3/27/2024,179.88,180.00,177.31,179.83,33272550.00
3/26/2024,180.15,180.45,177.95,178.30,29658980.00
3/25/2024,178.01,180.99,177.24,179.71,29815460.00
3/22/2024,177.75,179.26,176.75,178.87,27995380.00
3/21/2024,179.99,181.42,178.15,178.15,32824320.00
3/20/2024,176.14,178.53,174.64,178.15,29947150.00
3/19/2024,174.22,176.09,173.52,175.90,26880890.00
3/18/2024,175.80,176.69,174.28,174.48,31250690.00
3/15/2024,176.64,177.93,173.90,174.42,72147390.00
3/14/2024,177.69,179.53,176.47,178.75,43705840.00
3/13/2024,175.90,177.62,175.55,176.56,30772600.00
3/12/2024,173.50,176.76,171.98,175.39,36610600.00
3/11/2024,174.31,174.47,171.47,171.96,28484780.00
3/8/2024,176.44,178.79,174.33,175.35,37893240.00
3/7/2024,174.83,177.99,173.72,176.82,34063280.00
3/6/2024,175.54,176.46,173.26,173.51,32090930.00
3/5/2024,176.93,176.93,173.30,174.12,37228340.00
3/4/2024,177.53,180.14,177.49,177.58,37381520.00
3/1/2024,176.75,178.73,176.07,178.22,31981150.00
2/29/2024,173.01,177.22,172.85,176.76,53805360.00
2/28/2024,172.44,174.05,172.27,173.16,28180480.00
2/27/2024,174.08,174.62,172.86,173.54,31141730.00
2/26/2024,175.70,176.37,174.26,174.73,44368610.00
2/23/2024,174.28,175.75,173.70,174.99,59715240.00
2/22/2024,173.10,174.80,171.77,174.58,55392350.00
2/21/2024,168.94,170.23,167.14,168.59,44575620.00
2/20/2024,167.83,168.71,165.74,167.08,41980330.00
2/16/2024,168.74,170.42,167.17,169.51,48107740.00
2/15/2024,170.58,171.17,167.59,169.80,49855200.00
2/14/2024,169.21,171.21,168.28,170.98,42815540.00
2/13/2024,167.73,170.95,165.75,168.64,56345120.00
2/12/2024,174.80,175.39,171.54,172.34,51050440.00
2/9/2024,170.90,175.00,170.58,174.45,56985990.00
2/8/2024,169.65,171.43,168.88,169.84,42316450.00
2/7/2024,169.48,170.88,168.94,170.53,47174060.00
2/6/2024,169.39,170.71,167.65,169.15,42505520.00
2/5/2024,170.20,170.55,167.70,170.31,55081300.00
2/2/2024,169.19,172.50,167.33,171.81,117218300.00
2/1/2024,155.87,159.76,155.62,159.28,76542420.00
1/31/2024,157.00,159.01,154.81,155.20,50284370.00
1/30/2024,160.70,161.73,158.49,159.00,45207430.00
1/29/2024,159.34,161.29,158.90,161.26,45270390.00
1/26/2024,158.42,160.72,157.91,159.12,51047350.00
1/25/2024,156.95,158.51,154.55,157.75,43638590.00
1/24/2024,157.80,158.51,156.48,156.87,48547320.00
1/23/2024,154.85,156.21,153.93,156.02,37986040.00
1/22/2024,156.89,157.05,153.90,154.78,43687470.00
1/19/2024,153.83,155.76,152.74,155.34,51651630.00
1/18/2024,152.77,153.78,151.82,153.50,37850250.00
1/17/2024,151.49,152.15,149.91,151.71,34953360.00
1/16/2024,153.53,154.99,152.15,153.16,41384640.00
1/12/2024,155.39,156.20,154.01,154.62,40484160.00
1/11/2024,155.04,157.17,153.12,155.18,49072690.00
1/10/2024,152.06,154.42,151.88,153.73,44421830.00
1/9/2024,148.33,151.71,148.21,151.37,43812570.00
1/8/2024,146.74,149.40,146.15,149.10,46757050.00
1/5/2024,144.69,146.59,144.53,145.24,45153150.00
1/4/2024,145.59,147.38,144.05,144.57,56039810.00
1/3/2024,149.20,151.05,148.33,148.47,49425500.00
1/2/2024,151.54,152.38,148.39,149.93,47339420.00
